20120701,66,538,expected
20120702,36,564,expected
20120703,61,664,expected
20120704,80,432,expected
20120705,44,591,expected
20120706,51,638,expected
20120707,51,490,expected
20120708,59,464,expected
20120709,57,533,expected
20120710,36,524,expected
20120711,50,565,expected
20120712,42,577,expected
20120713,53,603,expected
20120714,73,536,expected
20120715,60,494,expected
20120716,27,528,expected
20120717,26,648,expected
20120718,18,558,expected
20120719,47,522,expected
20120720,28,604,expected
20120721,76,528,expected
20120722,94,498,expected
20120723,31,505,expected
20120724,38,574,expected
20120725,52,612,expected
20120726,35,604,expected
20120727,45,637,expected
20120728,68,512,expected
20120729,86,376,expected
20120730,55,529,expected
20120731,47,540,expected
20120801,32,615,expected
20120802,44,570,expected
20120803,68,589,expected
20120804,72,567,expected
20120805,54,518,expected
20120806,30,593,expected
20120807,36,547,expected
20120808,37,528,expected
20120809,36,581,expected
20120810,44,617,expected
20120811,85,507,expected
20120812,111,505,unexpected
20120813,56,504,expected
20120814,29,520,expected
20120815,23,602,expected
20120816,21,613,expected
20120817,58,574,expected
20120818,76,540,expected
20120819,88,467,expected
20120820,42,473,expected
20120821,36,482,expected
20120822,39,504,expected
20120823,66,574,expected
20120824,58,601,expected
20120825,91,474,expected
20120826,91,471,expected
20120827,34,548,expected
20120828,29,587,expected
20120829,38,550,expected
20120830,48,617,expected
20120831,51,701,expected
20120901,89,515,expected
20120902,83,421,expected
20120903,63,373,expected
20120904,30,607,expected
20120905,20,601,expected
20120906,51,572,expected
20120907,51,680,expected
20120908,57,598,expected
20120909,53,464,expected
20120910,51,637,expected
20120911,56,521,expected
20120912,49,650,expected
20120913,59,632,expected
20120914,71,608,expected
20120915,73,557,expected
20120916,70,458,expected
20120917,48,452,expected
20120918,18,556,expected
20120919,33,612,expected
20120920,32,522,expected
20120921,61,654,expected
20120922,87,547,expected
20120923,67,480,expected
20120924,39,562,expected
20120925,44,593,expected
20120926,38,404,expected
20120927,51,619,expected
20120928,56,703,expected
20120929,85,485,expected
20120930,63,449,expected
20121001,40,555,expected
20121002,23,592,expected
20121003,27,502,expected
20121004,39,554,expected
20121005,84,693,expected
20121006,58,500,expected
20121007,36,481,expected
20121008,22,376,expected
20121009,20,570,expected
20121010,32,640,expected
20121011,23,657,expected
20121012,26,593,expected
20121013,34,547,expected
20121014,42,517,expected
20121015,25,607,expected
20121016,28,602,expected
20121017,45,615,expected
20121018,40,630,expected
20121019,30,738,expected
20121020,77,587,expected
20121021,33,426,expected
20121022,34,608,expected
20121023,24,522,expected
20121024,17,494,expected
20121025,38,511,expected
20121026,51,598,expected
20121027,75,524,expected
20121028,13,403,expected
20121029,3,298,expected
20121030,0,372,expected
20121031,7,549,expected
20121101,7,439,expected
20121102,6,345,expected
20121103,2,307,expected
20121104,12,344,expected
20121105,10,479,expected
20121106,13,514,expected
20121107,8,718,expected
20121108,10,550,expected
20121109,13,688,expected
20121110,16,444,expected
20121111,24,526,expected
20121112,23,546,expected
20121113,17,648,expected
20121114,23,625,expected
20121115,22,623,expected
20121116,21,672,expected
20121117,20,542,expected
20121118,16,446,expected
20121119,24,585,expected
20121120,18,671,expected
20121121,20,689,expected
20121122,19,384,expected
20121123,22,481,expected
20121124,18,458,expected
20121125,10,415,expected
20121126,19,563,expected
20121127,17,583,expected
20121128,18,512,expected
20121129,22,515,expected
20121130,24,576,expected
20121201,22,480,expected
20121202,21,454,expected
20121203,28,620,expected
20121204,17,621,expected
20121205,27,514,expected
20121206,20,620,expected
20121207,16,714,expected
20121208,62,580,expected
20121209,26,544,expected
20121210,24,619,expected
20121211,26,578,expected
20121212,27,549,expected
20121213,22,545,expected
20121214,25,648,expected
20121215,33,523,expected
20121216,12,500,expected
20121217,22,649,expected
20121218,19,645,expected
20121219,25,590,expected
20121220,28,606,expected
20121221,17,751,expected
20121222,6,542,expected
20121223,13,407,expected
20121224,10,518,expected
20121225,5,354,expected
20121226,9,531,expected
20121227,12,525,expected
20121228,16,557,expected
20121229,10,442,expected
20121230,9,411,expected
20121231,12,482,expected
