20120701,544,538,expected
20120702,199,564,expected
20120703,215,664,expected
20120704,521,432,expected
20120705,262,591,expected
20120706,174,638,expected
20120707,516,490,expected
20120708,458,464,expected
20120709,166,533,expected
20120710,158,524,expected
20120711,193,565,expected
20120712,194,577,expected
20120713,260,603,expected
20120714,527,536,expected
20120715,520,494,expected
20120716,169,528,expected
20120717,160,648,expected
20120718,123,558,expected
20120719,147,522,expected
20120720,246,604,expected
20120721,700,528,expected
20120722,777,498,expected
20120723,186,505,expected
20120724,166,574,expected
20120725,191,612,expected
20120726,167,604,expected
20120727,223,637,expected
20120728,548,512,expected
20120729,631,376,expected
20120730,251,529,expected
20120731,198,540,expected
20120801,197,615,expected
20120802,184,570,expected
20120803,255,589,expected
20120804,504,567,expected
20120805,504,518,expected
20120806,185,593,expected
20120807,215,547,expected
20120808,186,528,expected
20120809,204,581,expected
20120810,223,617,expected
20120811,577,507,expected
20120812,725,505,expected
20120813,202,504,expected
20120814,194,520,expected
20120815,177,602,expected
20120816,115,613,expected
20120817,339,574,expected
20120818,744,540,expected
20120819,844,467,expected
20120820,242,473,expected
20120821,249,482,expected
20120822,219,504,expected
20120823,235,574,expected
20120824,329,601,expected
20120825,883,474,expected
20120826,816,471,expected
20120827,255,548,expected
20120828,210,587,expected
20120829,209,550,expected
20120830,292,617,expected
20120831,356,701,expected
20120901,778,515,expected
20120902,1005,421,unexpected
20120903,689,373,expected
20120904,212,607,expected
20120905,169,601,expected
20120906,171,572,expected
20120907,262,680,expected
20120908,597,598,expected
20120909,726,464,expected
20120910,222,637,expected
20120911,231,521,expected
20120912,256,650,expected
20120913,201,632,expected
20120914,372,608,expected
20120915,880,557,expected
20120916,883,458,expected
20120917,305,452,expected
20120918,235,556,expected
20120919,209,612,expected
20120920,165,522,expected
20120921,412,654,expected
20120922,719,547,expected
20120923,773,480,expected
20120924,254,562,expected
20120925,240,593,expected
20120926,282,404,expected
20120927,262,619,expected
20120928,358,703,expected
20120929,797,485,expected
20120930,782,449,expected
20121001,279,555,expected
20121002,229,592,expected
20121003,274,502,expected
20121004,242,554,expected
20121005,358,693,expected
20121006,667,500,expected
20121007,656,481,expected
20121008,353,376,expected
20121009,200,570,expected
20121010,284,640,expected
20121011,240,657,expected
20121012,307,593,expected
20121013,658,547,expected
20121014,617,517,expected
20121015,257,607,expected
20121016,197,602,expected
20121017,238,615,expected
20121018,216,630,expected
20121019,362,738,expected
20121020,659,587,expected
20121021,693,426,expected
20121022,258,608,expected
20121023,224,522,expected
20121024,233,494,expected
20121025,298,511,expected
20121026,419,598,expected
20121027,852,524,expected
20121028,677,403,expected
20121029,120,298,expected
20121030,72,372,expected
20121031,128,549,expected
20121101,200,439,expected
20121102,244,345,expected
20121103,403,307,expected
20121104,367,344,expected
20121105,156,479,expected
20121106,222,514,expected
20121107,178,718,expected
20121108,181,550,expected
20121109,279,688,expected
20121110,491,444,expected
20121111,466,526,expected
20121112,279,546,expected
20121113,206,648,expected
20121114,220,625,expected
20121115,216,623,expected
20121116,246,672,expected
20121117,527,542,expected
20121118,584,446,expected
20121119,225,585,expected
20121120,221,671,expected
20121121,265,689,expected
20121122,479,384,expected
20121123,520,481,expected
20121124,478,458,expected
20121125,472,415,expected
20121126,228,563,expected
20121127,214,583,expected
20121128,240,512,expected
20121129,237,515,expected
20121130,325,576,expected
20121201,560,480,expected
20121202,602,454,expected
20121203,216,620,expected
20121204,225,621,expected
20121205,227,514,expected
20121206,239,620,expected
20121207,354,714,expected
20121208,633,580,expected
20121209,640,544,expected
20121210,249,619,expected
20121211,224,578,expected
20121212,286,549,expected
20121213,250,545,expected
20121214,376,648,expected
20121215,599,523,expected
20121216,623,500,expected
20121217,248,649,expected
20121218,244,645,expected
20121219,242,590,expected
20121220,258,606,expected
20121221,308,751,expected
20121222,483,542,expected
20121223,588,407,expected
20121224,565,518,expected
20121225,549,354,expected
20121226,261,531,expected
20121227,281,525,expected
20121228,391,557,expected
20121229,495,442,expected
20121230,557,411,expected
20121231,419,482,expected
20130101,572,381,expected
20130102,254,480,expected
20130103,281,549,expected
20130104,323,505,expected
20130105,535,389,expected
20130106,586,393,expected
20130107,257,521,expected
20130108,259,513,expected
20130109,258,487,expected
20130110,271,555,expected
20130111,369,660,expected
20130112,669,475,expected
20130113,638,373,expected
20130114,283,542,expected
20130115,244,516,expected
20130116,248,578,expected
20130117,279,491,expected
20130118,364,561,expected
20130119,564,484,expected
20130120,603,393,expected
20130121,403,355,expected
20130122,265,544,expected
20130123,261,545,expected
20130124,247,554,expected
20130125,383,674,expected
20130126,543,558,expected
20130127,618,429,expected
20130128,294,507,expected
20130129,257,542,expected
20130130,233,497,expected
20130131,242,592,expected
20130201,313,574,expected
20130202,636,534,expected
20130203,685,445,expected
20130204,296,553,expected
20130205,269,566,expected
20130206,273,566,expected
20130207,228,526,expected
20130208,343,702,expected
20130209,543,403,expected
20130210,609,400,expected
20130211,304,475,expected
20130212,245,498,expected
20130213,257,568,expected
20130214,303,631,expected
20130215,360,604,expected
20130216,588,449,expected
20130217,606,447,expected
20130218,361,398,expected
20130219,268,477,expected
20130220,206,510,expected
20130221,287,498,expected
20130222,349,531,expected
20130223,647,521,expected
20130224,637,426,expected
20130225,285,490,expected
20130226,247,537,expected
20130227,240,550,expected
20130228,276,517,expected
20130301,330,603,expected
20130302,547,474,expected
20130303,591,502,expected
20130304,227,597,expected
20130305,235,527,expected
20130306,263,475,expected
20130307,264,535,expected
20130308,371,851,expected
20130309,600,569,expected
20130310,624,415,expected
20130311,254,521,expected
20130312,264,547,expected
20130313,304,636,expected
20130314,214,557,expected
20130315,424,607,expected
20130316,624,521,expected
20130317,652,426,expected
20130318,315,623,expected
20130319,251,559,expected
20130320,301,540,expected
20130321,284,507,expected
20130322,374,604,expected
20130323,624,488,expected
20130324,680,451,expected
20130325,335,498,expected
20130326,308,425,expected
20130327,339,441,expected
20130328,352,549,expected
20130329,456,520,expected
20130330,604,513,expected
20130331,678,426,expected
20130401,311,479,expected
20130402,299,437,expected
20130403,252,532,expected
20130404,281,566,expected
20130405,324,582,expected
20130406,623,531,expected
20130407,598,451,expected
20130408,270,582,expected
20130409,288,613,expected
20130410,262,580,expected
20130411,260,517,expected
20130412,362,649,expected
20130413,712,555,expected
20130414,682,472,expected
20130415,264,603,expected
20130416,260,564,expected
20130417,264,535,expected
20130418,283,553,expected
20130419,349,570,expected
20130420,675,532,expected
20130421,695,471,expected
20130422,275,565,expected
20130423,244,513,expected
20130424,297,598,expected
20130425,266,583,expected
20130426,339,675,expected
20130427,755,517,expected
20130428,830,440,expected
20130429,299,597,expected
20130430,288,576,expected
20130501,285,576,expected
20130502,296,585,expected
20130503,382,686,expected
20130504,855,580,expected
20130505,847,515,expected
20130506,350,561,expected
20130507,270,592,expected
20130508,276,620,expected
20130509,309,602,expected
20130510,349,698,expected
20130511,890,523,expected
20130512,913,527,expected
20130513,291,576,expected
20130514,282,565,expected
20130515,302,532,expected
20130516,327,559,expected
20130517,481,741,expected
20130518,940,505,unexpected
20130519,823,544,expected
20130520,347,657,expected
20130521,271,697,expected
20130522,282,570,expected
20130523,231,735,expected
20130524,302,668,expected
20130525,566,514,expected
20130526,1052,455,unexpected
20130527,989,420,unexpected
20130528,354,686,expected
20130529,284,574,expected
20130530,369,685,expected
20130531,352,736,expected
20130601,719,631,expected
20130602,690,487,expected
20130603,200,707,expected
20130604,234,613,expected
20130605,277,599,expected
20130606,270,605,expected
20130607,245,791,expected
20130608,848,571,expected
20130609,962,533,unexpected
20130610,261,624,expected
20130611,223,635,expected
20130612,283,615,expected
20130613,243,534,expected
20130614,340,693,expected
20130615,1053,596,unexpected
20130616,1246,477,unexpected
20130617,285,614,expected
20130618,216,613,expected
20130619,289,622,expected
20130620,300,681,expected
20130621,423,690,expected
20130622,942,599,unexpected
20130623,883,505,expected
20130624,246,680,expected
20130625,206,648,expected
20130626,205,621,expected
20130627,199,598,expected
20130628,306,608,expected
20130629,733,591,expected
20130630,732,423,expected
20130701,275,633,expected
20130702,230,601,expected
20130703,242,635,expected
20130704,666,438,expected
20130705,448,575,expected
20130706,630,517,expected
20130707,646,475,expected
20130708,175,616,expected
20130709,205,583,expected
20130710,180,614,expected
20130711,193,550,expected
20130712,226,599,expected
20130713,619,574,expected
20130714,708,471,expected
20130715,195,581,expected
20130716,201,582,expected
20130717,164,609,expected
20130718,160,636,expected
20130719,226,697,expected
20130720,469,551,expected
20130721,681,447,expected
20130722,220,591,expected
20130723,179,571,expected
20130724,184,571,expected
20130725,227,506,expected
20130726,342,617,expected
20130727,824,516,expected
20130728,809,485,expected
20130729,195,597,expected
20130730,231,584,expected
20130731,274,553,expected
20130801,223,643,expected
20130802,337,626,expected
20130803,788,492,expected
20130804,900,454,expected
20130805,283,544,expected
20130806,239,542,expected
20130807,293,508,expected
20130808,251,549,expected
20130809,273,579,expected
20130810,828,495,expected
20130811,915,481,expected
20130812,277,519,expected
20130813,257,552,expected
20130814,288,622,expected
20130815,294,599,expected
20130816,427,678,expected
20130817,953,503,unexpected
20130818,1016,442,unexpected
20130819,256,462,expected
20130820,237,542,expected
20130821,223,562,expected
20130822,234,577,expected
20130823,367,636,expected
20130824,969,527,unexpected
20130825,1096,459,unexpected
20130826,271,521,expected
20130827,243,506,expected
20130828,217,482,expected
20130829,253,572,expected
20130830,358,599,expected
20130831,824,480,expected
20130901,928,480,expected
20130902,582,431,expected
20130903,260,550,expected
20130904,278,604,expected
20130905,301,493,expected
20130906,427,524,expected
20130907,906,585,expected
20130908,882,500,expected
20130909,278,632,expected
20130910,233,629,expected
20130911,203,577,expected
20130912,154,695,expected
20130913,313,652,expected
20130914,735,519,expected
20130915,887,476,expected
20130916,249,570,expected
20130917,265,627,expected
20130918,265,571,expected
20130919,140,536,expected
20130920,364,631,expected
20130921,757,546,expected
20130922,632,585,expected
20130923,263,661,expected
20130924,304,615,expected
20130925,313,539,expected
20130926,305,516,expected
20130927,357,553,expected
20130928,851,547,expected
20130929,852,506,expected
20130930,242,605,expected
20131001,228,616,expected
20131002,256,647,expected
20131003,289,589,expected
20131004,341,658,expected
20131005,710,497,expected
20131006,710,404,expected
20131007,215,618,expected
20131008,235,574,expected
20131009,251,529,expected
20131010,245,559,expected
20131011,377,621,expected
20131012,691,556,expected
20131013,723,501,expected
20131014,355,440,expected
20131015,261,615,expected
20131016,283,548,expected
20131017,256,574,expected
20131018,402,680,expected
20131019,731,471,expected
20131020,670,490,expected
20131021,256,616,expected
20131022,254,540,expected
20131023,228,558,expected
20131024,243,632,expected
20131025,362,647,expected
20131026,669,626,expected
20131027,745,512,expected
20131028,262,620,expected
20131029,219,600,expected
20131030,236,558,expected
20131031,302,615,expected
20131101,407,710,expected
20131102,856,551,expected
20131103,751,415,expected
20131104,241,658,expected
20131105,285,510,expected
20131106,239,635,expected
20131107,227,646,expected
20131108,375,682,expected
20131109,613,571,expected
20131110,591,474,expected
20131111,327,456,expected
20131112,196,647,expected
20131113,240,592,expected
20131114,224,620,expected
20131115,367,617,expected
20131116,658,612,expected
20131117,686,532,expected
20131118,216,611,expected
20131119,256,600,expected
20131120,233,607,expected
20131121,281,628,expected
20131122,360,702,expected
20131123,661,535,expected
20131124,523,494,expected
20131125,238,710,expected
20131126,237,867,expected
20131127,314,742,expected
20131128,582,429,expected
20131129,605,436,expected
20131130,594,479,expected
